HUNTBASE = [
	0, 5, 
 41801, 41900, 196, 1, 
 41901, 42000, 198, 1, 
 42001, 42100, 198, 2, 
 42101, 42200, 198, 2, 
 42201, 42300, 198, 2, 
 42301, 42400, 198, 2, 
 42401, 42500, 200, 2, 
 42501, 42600, 200, 2, 
 42601, 42700, 200, 2, 
 42701, 42800, 200, 2, 
 42801, 42900, 200, 2, 
 42901, 43000, 202, 2, 
 43001, 43100, 202, 2, 
 43101, 43200, 202, 2, 
 43201, 43300, 202, 2, 
 43301, 43400, 202, 2, 
 43401, 43500, 204, 2, 
 43501, 43600, 204, 2, 
 43601, 43700, 204, 2, 
 43701, 43800, 204, 2, 
 43801, 43900, 204, 2, 
 43901, 44000, 206, 2, 
 44001, 44100, 206, 2, 
 44101, 44200, 206, 2, 
 44201, 44300, 206, 2, 
 44301, 44400, 206, 2, 
 44401, 44500, 208, 2, 
 44501, 44600, 208, 2, 
 44601, 44700, 208, 2, 
 44701, 44800, 208, 2, 
 44801, 44900, 208, 2, 
 44901, 45000, 210, 2, 
 45001, 45100, 210, 2, 
 45101, 45200, 210, 2, 
 45201, 45300, 210, 2, 
 45301, 45400, 210, 2, 
 45401, 45500, 212, 2, 
 45501, 45600, 212, 2, 
 45601, 45700, 212, 2, 
 45701, 45800, 212, 2, 
 45801, 45900, 212, 2, 
 45901, 46000, 214, 2, 
 46001, 46100, 214, 2, 
 46101, 46200, 214, 2, 
 46201, 46300, 214, 2, 
 46301, 46400, 214, 2, 
 46401, 46500, 216, 2, 
 46501, 46600, 216, 2, 
 46601, 46700, 216, 2, 
 46701, 46800, 216, 2, 
 46801, 46900, 216, 2, 
 46901, 47000, 218, 2, 
 47001, 47100, 218, 2, 
 47101, 47200, 218, 2, 
 47201, 47300, 218, 2, 
 47301, 47400, 218, 2, 
 47401, 47500, 220, 2, 
 47501, 47600, 220, 2, 
 47601, 47700, 220, 2, 
 47701, 47800, 220, 2, 
 47801, 47900, 220, 2, 
 47901, 48000, 222, 2, 
 48001, 48100, 222, 2, 
 48101, 48200, 222, 2, 
 48201, 48300, 222, 2, 
 48301, 48400, 222, 2, 
 48401, 48500, 224, 2, 
 48501, 48600, 224, 2, 
 48601, 48700, 224, 2, 
 48701, 48800, 224, 2, 
 48801, 48900, 224, 2, 
 48901, 49000, 226, 2, 
 49001, 49100, 226, 2, 
 49101, 49200, 226, 2, 
 49201, 49300, 226, 2, 
 49301, 49400, 226, 2, 
 49401, 49500, 228, 2, 
 49501, 49600, 228, 2, 
 49601, 49700, 228, 2, 
 49701, 49800, 228, 2, 
 49801, 49900, 228, 2, 
 49901, 50000, 230, 2, 
 50001, 50100, 230, 2, 
 50101, 50200, 230, 2, 
 50201, 50300, 230, 2, 
 50301, 50400, 230, 2, 
 50401, 50500, 232, 2, 
 50501, 50600, 232, 2, 
 50601, 50700, 232, 2, 
 50701, 50800, 232, 2, 
 50801, 50900, 232, 2, 
 50901, 51000, 234, 2, 
 51001, 51100, 234, 2, 
 51101, 51200, 234, 2, 
 51201, 51300, 234, 2, 
 51301, 51400, 234, 2, 
 51401, 51500, 236, 2, 
 51501, 51600, 236, 2, 
 51601, 51700, 236, 2, 
 51701, 51800, 236, 2, 
 51801, 51900, 236, 2, 
 51901, 52000, 238, 2, 
 52001, 52100, 238, 2, 
 52101, 52200, 238, 2, 
 52201, 52300, 238, 2, 
 52301, 52400, 238, 2, 
 52401, 52500, 240, 2, 
 52501, 52600, 240, 2, 
 52601, 52700, 240, 2, 
 52701, 52800, 240, 2, 
 52801, 52900, 240, 2, 
 52901, 53000, 242, 2, 
 53001, 53100, 242, 2, 
 53101, 53200, 242, 2, 
 53201, 53300, 242, 2, 
 53301, 53400, 242, 2, 
 53401, 53500, 244, 2, 
 53501, 53600, 244, 2, 
 53601, 53700, 244, 2, 
 53701, 53800, 244, 2, 
 53801, 53900, 244, 2, 
 53901, 54000, 246, 2, 
 54001, 54100, 246, 2, 
 54101, 54200, 246, 2, 
 54201, 54300, 246, 2, 
 54301, 54400, 246, 2, 
 54401, 54500, 248, 2, 
 54501, 54600, 248, 2, 
 54601, 54700, 248, 2, 
 54701, 54800, 248, 2, 
 54801, 54900, 248, 2, 
 54901, 55000, 250, 2, 
 55001, 55100, 250, 2, 
 55101, 55200, 250, 2, 
 55201, 55300, 250, 2, 
 55301, 55400, 250, 2, 
 55401, 55500, 252, 2, 
 55501, 55600, 252, 2, 
 55601, 55700, 252, 2, 
 55701, 55800, 252, 2, 
 55801, 55900, 252, 2, 
 55901, 56000, 254, 2, 
 56001, 56100, 254, 2, 
 56101, 56200, 254, 2, 
 56201, 56300, 254, 2, 
 56301, 56400, 254, 2, 
 56401, 56500, 256, 2, 
 56501, 56600, 256, 2, 
 56601, 56700, 256, 2, 
 56701, 56800, 256, 2, 
 56801, 56900, 256, 2, 
 56901, 57000, 258, 2, 
 57001, 57100, 258, 2, 
 57101, 57200, 258, 2, 
 57201, 57300, 258, 2, 
 57301, 57400, 258, 2, 
 57401, 57500, 260, 2, 
 57501, 57600, 260, 2, 
 57601, 57700, 260, 2, 
 57701, 57800, 260, 2, 
 57801, 57900, 260, 2, 
 57901, 58000, 262, 2, 
 58001, 58100, 262, 2, 
 58101, 58200, 262, 2, 
 58201, 58300, 262, 2, 
 58301, 58400, 262, 2, 
 58401, 58500, 264, 2, 
 58501, 58600, 264, 2, 
 58601, 58700, 264, 2, 
 58701, 58800, 264, 2, 
 58801, 58900, 264, 2, 
 58901, 59000, 266, 2, 
 59001, 59100, 266, 2, 
 59101, 59200, 266, 2, 
 59201, 59300, 266, 2, 
 59301, 59400, 266, 2, 
 59401, 59500, 268, 2, 
 59501, 59600, 268, 2, 
 59601, 59700, 268, 2, 
 59701, 59800, 268, 2, 
 59801, 59900, 268, 2, 
 59901, 60000, 270, 2, 
 60001, 60100, 270, 2, 
 60101, 1000000, 270, 2, 
]
